score,budget_x,country
69.0,56000004.0,US
84.0,4400000.0,AU
54.0,130800000.0,US
42.0,18500000.0,US
42.0,16000000.0,US
55.0,32000000.0,AU
72.0,70000000.0,AU
61.0,80000000.0,AU
54.0,76000000.0,IT
53.0,92000000.0,AU
63.0,110000000.0,AU
63.0,600000.0,AU
51.0,20000000.0,US
75.0,144000000.0,AU
75.0,30000000.0,AU
59.0,10000000.0,AU
59.0,10000000.0,AU
60.0,114200000.0,PE
55.0,52400000.0,HK
0.0,213940000.0,IN
79.0,28859454.6,MX
69.0,80000000.0,AU
43.0,139800000.0,KR
59.0,120100000.0,AU
64.0,43590000.0,FR
56.0,163000000.0,AU
59.0,135159000.0,AU
68.0,157200000.0,AU
60.0,19203585.8,AU
76.0,6500000.0,AU
79.0,82000000.0,US
29.0,30000000.0,AU
46.0,10000000.0,AU
67.0,23000000.0,AU
20.0,12001040.0,CN
50.0,165600000.0,AR
78.0,104000000.0,JP
62.0,7000000.0,AU
67.0,38000000.0,AU
63.0,94944000.0,AU
62.0,170000000.0,AU
30.0,15541000.0,KR
71.0,75000000.0,AU
66.0,35000000.0,AU
65.0,40000000.0,AU
82.0,7911023.8,AU
66.0,4000000.0,FR
80.0,20111197.0,JP
72.0,101600000.0,AU
67.0,45000000.0,AU
71.0,41000000.0,AU
48.0,147180000.0,ES
59.0,70000000.0,AU
69.0,74600000.0,JP
60.0,90000000.0,AU
71.0,100000000.0,AU
71.0,24000000.0,AU
65.0,73000000.0,US
53.0,159000000.0,CN
65.0,100000000.0,AU
74.0,113400000.0,JP
73.0,127520000.0,JP
61.0,150000000.0,AU
57.0,63000000.0,AU
69.0,16000000.0,AU
52.0,149000000.0,HK
76.0,159000000.0,AU
78.0,132200000.0,US
61.0,80000000.0,AU
71.0,40000000.0,AU
66.0,51000000.0,AU
65.0,3000000.0,US
63.0,115000000.0,AU
78.0,18000000.0,AU
63.0,40000000.0,AU
61.0,30000000.0,US
61.0,1800000.0,US
79.0,110000000.0,AU
80.0,160000.0,AU
65.0,90000000.0,AU
74.0,190000000.0,AU
74.0,7000000.0,AU
79.0,78000000.0,AU
65.0,1900000.0,AU
0.0,167540000.0,CN
55.0,49200000.0,JP
66.0,70000000.0,AU
63.0,115000000.0,US
76.0,150000000.0,AU
74.0,15000000.0,AU
73.0,7101535.2,JP
69.0,131200000.0,GB
77.0,105800000.0,MX
10.0,201940000.0,KR
63.0,65000000.0,AU
67.0,37800000.0,US
72.0,33291535.2,AU
52.0,130000000.0,AU
69.0,30000000.0,AU
67.0,80000000.0,AU
71.0,2500000.0,AU
65.0,23000000.0,AU
66.0,125000000.0,AU
66.0,13500000.0,AU
72.0,5400000.0,AU
59.0,100000000.0,AU
59.0,24000000.0,AU
75.0,98800000.0,US
57.0,136000000.0,US
61.0,30000000.0,AU
50.0,162400000.0,US
54.0,5000000.0,AU
70.0,17739525.0,AU
76.0,17000000.0,AU
62.0,65000000.0,AU
41.0,100000000.0,US
59.0,105800000.0,JP
75.0,113400000.0,FR
59.0,125400000.0,US
70.0,128800000.0,US
69.0,42000000.0,AU
63.0,40748225.8,US
80.0,10000000.0,AU
53.0,60000000.0,AU
61.0,9000000.0,US
58.0,234400000.0,JP
68.0,30000000.0,AU
64.0,51400000.0,AU
67.0,50000000.0,AU
68.0,143800000.0,JP
70.0,52000000.0,AU
72.0,22000000.0,AU
60.0,30000000.0,AU
73.0,13000000.0,AU
67.0,53260004.0,JP
68.0,2000000.0,US
78.0,115200000.0,JP
54.0,78000000.0,US
75.0,150000000.0,AU
73.0,71400000.0,CA
40.0,30000000.0,AU
58.0,147000000.0,JP
67.0,109144000.0,JP
69.0,117000000.0,US
60.0,13200000.0,US
60.0,90000000.0,AU
63.0,83400000.0,JP
64.0,3000000.0,US
74.0,3006525.2,US
71.0,15000000.0,AU
66.0,11000000.0,AU
69.0,33000000.0,AU
73.0,40000000.0,AU
68.0,37000000.0,AU
67.0,73080000.0,JP
59.0,65000000.0,CN
87.0,151000000.0,MX
70.0,57080000.0,AU
0.0,181600000.0,KR
71.0,40392400.0,IT
56.0,139000000.0,AU
64.0,65000000.0,AU
74.0,14000000.0,AU
53.0,119600000.0,NL
65.0,125000000.0,AU
65.0,77400000.0,US
61.0,132900000.0,AU
73.0,142200000.0,US
82.0,20000000.0,AU
59.0,164900000.0,AU
65.0,75000000.0,AU
67.0,126000000.0,AU
56.0,38000000.0,AU
62.0,175000000.0,AU
75.0,13531701.8,AU
80.0,3500000.0,AU
57.0,17000000.0,US
57.0,550000.0,US
62.0,28000000.0,AU
53.0,11000000.0,US
62.0,110800000.0,PH
57.0,45000000.0,AU
67.0,30000000.0,AU
67.0,4357373.0,AU
77.0,1255000.0,AU
60.0,92200000.0,IL
77.0,3500000.0,AU
66.0,47220616.4,AU
71.0,134200000.0,JP
59.0,88000000.0,US
60.0,25000000.0,AU
77.0,100000000.0,AU
78.0,132400000.0,AU
56.0,6000000.0,US
54.0,122400000.0,KR
58.0,87500000.0,AU
73.0,11000000.0,AU
64.0,90000000.0,AU
61.0,35000000.0,ES
74.0,15000000.0,AU
65.0,5000000.0,FR
59.0,5000000.0,US
46.0,91700000.0,JP
72.0,118000000.0,FR
59.0,35000000.0,AU
74.0,10000000.0,AU
67.0,60000000.0,AU
67.0,50000000.0,AU
51.0,108400000.0,ES
65.0,60000000.0,AU
67.0,200000.0,AU
62.0,76104000.0,AU
70.0,45000000.0,US
65.0,40000000.0,AU
75.0,160300000.0,US
75.0,8000000.0,AU
58.0,107000000.0,CA
59.0,166940000.0,US
58.0,72440000.0,US
37.0,58670000.0,IT
75.0,7292313.8,CN
56.0,134200000.0,AU
55.0,2000000.0,US
65.0,38600000.0,US
63.0,6500000.0,AU
73.0,6000000.0,AU
56.0,175000000.0,AU
30.0,15541000.0,JP
67.0,145000000.0,AU
72.0,3400000.0,AU
76.0,25964965.4,JP
69.0,110000000.0,AU
46.0,116300000.0,IT
0.0,181600000.0,KR
64.0,35000000.0,AU
73.0,75000000.0,AU
72.0,40000000.0,AU
72.0,8000000.0,AU
76.0,6000000.0,AU
54.0,129000000.0,US
73.0,10000000.0,AU
80.0,39602530.2,US
61.0,25000000.0,US
73.0,135000000.0,JP
55.0,60000000.0,AU
76.0,12000000.0,US
70.0,18392400.0,AU
61.0,40000000.0,AU
69.0,39000000.0,AU
69.0,82500000.0,AU
68.0,78200000.0,KR
69.0,171580000.0,US
73.0,10000000.0,AU
79.0,3000000.0,AU
74.0,130000000.0,AU
79.0,50000000.0,AU
59.0,70000000.0,AU
49.0,136400000.0,AU
43.0,12000000.0,US
61.0,16000000.0,AU
79.0,84000000.0,AU
74.0,15000000.0,GB
79.0,44401333.2,JP
63.0,134000000.0,SG
63.0,30000000.0,AU
55.0,142000000.0,HK
64.0,26000000.0,AU
78.0,30000000.0,AU
65.0,84000000.0,AU
64.0,30000000.0,AU
59.0,80000000.0,AU
69.0,121860000.0,ES
65.0,66400000.0,KR
65.0,100000000.0,IT
76.0,138000000.0,AU
10.0,201940000.0,KR
68.0,7500000.0,AU
62.0,14500000.0,AU
63.0,2400000.0,AU
69.0,49000000.0,AU
64.0,51400000.0,US
70.0,62955400.0,US
59.0,4800000.0,AU
68.0,53740900.0,CA
66.0,45000000.0,AU
66.0,13200000.0,AU
66.0,2289247.0,AU
60.0,140200000.0,IT
66.0,122000000.0,US
65.0,151140000.0,JP
68.0,80000000.0,AU
62.0,148400000.0,US
82.0,117740000.0,US
65.0,139800000.0,US
83.0,105280000.0,JP
78.0,4500000.0,AU
70.0,30000000.0,AU
61.0,50000000.0,AU
75.0,98800000.0,GB
55.0,22000000.0,AU
65.0,80000000.0,US
68.0,91380000.0,JP
81.0,149860000.0,US
67.0,57000000.0,AU
66.0,50000000.0,AU
66.0,30000000.0,AU
55.0,102800000.0,US
67.0,36600004.0,ES
63.0,128200000.0,GB
62.0,38000000.0,AU
63.0,120000000.0,AU
77.0,62000000.0,AU
69.0,1.0,US
78.0,10000000.0,AU
72.0,82400000.0,DO
72.0,19500000.0,AU
59.0,20000000.0,AU
55.0,35000000.0,AU
55.0,1800000.0,AU
65.0,12000000.0,AU
74.0,85000000.0,AU
55.0,48000000.0,AU
61.0,2600000.0,US
60.0,78000000.0,AU
67.0,18200000.0,AU
30.0,15541000.0,PH
75.0,835001.4,AU
57.0,6100000.0,US
62.0,178400000.0,US
52.0,22000000.0,AU
47.0,102600000.0,US
68.0,32000000.0,AU
71.0,146000000.0,US
68.0,10000000.0,AU
58.0,93940000.0,PH
0.0,35000000.0,AU
71.0,70000000.0,AU
62.0,60600000.0,VN
72.0,40500000.0,US
49.0,167400000.0,HK
80.0,6713933.0,AU
58.0,5000000.0,US
60.0,6320000.0,US
68.0,75000000.0,AU
72.0,15000000.0,AU
57.0,20000000.0,US
73.0,18000000.0,AU
50.0,25000000.0,AU
72.0,113000000.0,AU
0.0,181600000.0,KR
72.0,139000000.0,US
58.0,3000000.0,US
62.0,20000000.0,AU
67.0,29000000.0,AU
60.0,81000000.0,US
74.0,140000000.0,US
60.0,33000000.0,AU
78.0,5883687.0,KR
69.0,39000000.0,AU
65.0,61000000.0,AU
70.0,71200000.0,IT
64.0,4645437.0,AU
75.0,5700000.0,AU
75.0,11000000.0,AU
69.0,250.0,US
75.0,25000000.0,US
62.0,40000000.0,AU
76.0,23000000.0,AU
65.0,19000000.0,AU
70.0,1500000.0,AU
80.0,15000000.0,AU
81.0,1200000.0,AU
71.0,7000000.0,AU
69.0,133500000.0,US
76.0,193400000.0,JP
75.0,40000000.0,AU
69.0,65000000.0,AU
67.0,49000000.0,AU
66.0,4200000.0,AU
59.0,20000000.0,AU
65.0,38600000.0,JP
74.0,26000000.0,AU
59.0,190740000.0,IT
61.0,60000000.0,AU
74.0,40000000.0,AU
60.0,50000000.0,AU
68.0,20770500.6,US
60.0,30000000.0,AU
60.0,1800000.0,AU
61.0,31000000.0,AU
53.0,30000000.0,US
75.0,127400000.0,US
59.0,162100000.0,US
69.0,19800000.0,AU
66.0,35000000.0,AU
0.0,181600000.0,KR
59.0,88000000.0,AU
65.0,42500000.0,AU
69.0,130000000.0,AU
63.0,20000000.0,AU
66.0,100600000.0,AU
70.0,20000000.0,AU
55.0,2200000.0,US
56.0,38998000.0,KR
68.0,98140000.0,AU
59.0,6500000.0,FR
76.0,77500000.0,FR
78.0,20000000.0,AU
69.0,10000000.0,US
57.0,120000000.0,AU
82.0,2479000.0,AU
67.0,167940000.0,CN
62.0,48000000.0,AU
60.0,25000000.0,AU
71.0,4000000.0,AU
61.0,63600000.0,KR
71.0,19000000.0,AU
57.0,50000000.0,AU
63.0,110000000.0,FR
85.0,139800000.0,ES
59.0,135159000.0,AU
55.0,135200000.0,US
71.0,36000000.0,AU
78.0,13000000.0,AU
68.0,128000000.0,JP
63.0,110000000.0,AU
68.0,82500000.0,AU
59.0,147400000.0,US
46.0,114300000.0,IT
75.0,40000000.0,AU
66.0,56900000.0,JP
62.0,18000000.0,AU
65.0,69000000.0,AU
52.0,16000000.0,US
73.0,5000000.0,AU
63.0,5000000.0,AU
65.0,28000000.0,AU
90.0,109800000.0,KR
79.0,32350000.0,AU
68.0,81500000.0,US
69.0,22000000.0,AU
64.0,86000000.0,AU
76.0,98200000.0,KR
62.0,65000000.0,AU
75.0,96260000.0,US
0.0,264940000.0,IN
62.0,9300000.0,US
58.0,130000000.0,US
59.0,128300000.0,US
70.0,105000000.0,AU
62.0,28000000.0,US
68.0,90000000.0,AU
52.0,35000000.0,AU
52.0,10700000.0,AU
63.0,27000000.0,AU
55.0,71800000.0,BR
76.0,129400000.0,JP
75.0,36000000.0,AU
57.0,110800000.0,IE
70.0,18000000.0,AU
60.0,150000000.0,AU
60.0,42000000.0,AU
0.0,213940000.0,IN
72.0,200000000.0,AU
80.0,52000000.0,AU
61.0,160000000.0,AU
82.0,208000000.0,AU
77.0,6000000.0,AU
78.0,29211149.2,AR
69.0,9500000.0,AU
66.0,92500000.0,AU
75.0,5000000.0,AU
59.0,6000200.0,US
51.0,22000000.0,AU
67.0,75500000.0,US
74.0,167200000.0,IN
58.0,90000000.0,AU
54.0,29200000.0,US
58.0,6500000.0,US
68.0,7000.0,AU
79.0,1000000.0,AU
79.0,15000000.0,AU
73.0,42000000.0,AU
81.0,2800000.0,KR
64.0,51400000.0,GB
71.0,194000000.0,US
62.0,20000000.0,AU
66.0,63800000.0,US
78.0,2800000.0,AU
69.0,155400000.0,US
64.0,21800000.0,US
65.0,58000000.0,US
78.0,44461149.2,AU
70.0,107400000.0,US
70.0,15000000.0,AU
49.0,3001100.0,FR
55.0,70800000.0,IT
61.0,25000000.0,US
55.0,22000000.0,ES
66.0,42000000.0,AU
62.0,15000000.0,US
80.0,3900000.0,AU
77.0,124200000.0,AU
66.0,21000000.0,US
66.0,11500000.0,US
70.0,40000000.0,AU
64.0,30000000.0,AU
70.0,67140000.0,AU
61.0,18500000.0,AU
70.0,100000000.0,AU
84.0,143000000.0,MX
66.0,53340523.8,KR
52.0,1250000.0,US
35.0,47310000.0,KR
70.0,1000000.0,AU
55.0,142000000.0,HK
66.0,10778400.0,ES
71.0,15000000.0,AU
15.0,88000040.0,KR
63.0,60000000.0,AU
77.0,168400000.0,JP
62.0,210000000.0,AU
58.0,85100000.0,KR
47.0,4000000.0,US
0.0,55000000.0,US
69.0,2489917.0,US
56.0,80300000.0,KR
69.0,93200000.0,AU
72.0,15000000.0,US
74.0,40000000.0,AU
65.0,40000000.0,AU
73.0,32000000.0,AU
69.0,13000000.0,US
62.0,3000000.0,US
0.0,167540000.0,JP
69.0,200000000.0,AU
65.0,7000000.0,US
49.0,103600000.0,AU
73.0,84000000.0,US
62.0,107200000.0,US
62.0,80000000.0,AU
38.0,51570000.0,KR
71.0,70000000.0,AU
64.0,107000000.0,US
72.0,81200000.0,DE
59.0,5838800.0,US
81.0,180000000.0,JP
76.0,121000000.0,US
55.0,70000000.0,AU
71.0,25874800.0,AU
40.0,117000000.0,US
73.0,15000000.0,AU
70.0,94040000.0,JP
51.0,144000000.0,US
69.0,1000000.0,AU
71.0,20000000.0,AU
58.0,10000000.0,US
64.0,90000000.0,AU
60.0,76600000.0,JP
64.0,33000000.0,AU
54.0,100000000.0,AU
44.0,97300000.0,JP
45.0,134300000.0,US
78.0,13900000.0,AU
65.0,35000000.0,AU
65.0,100000000.0,US
69.0,29000000.0,AU
49.0,107800000.0,KR
52.0,131400000.0,US
61.0,62600000.0,US
71.0,55000000.0,AU
68.0,4000000.0,US
72.0,60000000.0,AU
63.0,132400000.0,AU
65.0,48780000.0,RU
71.0,16000000.0,US
40.0,112800000.0,HK
55.0,25000000.0,GB
63.0,125000000.0,AU
60.0,6901932.4,TH
80.0,37000000.0,US
45.0,88300000.0,HK
67.0,25000000.0,AU
82.0,18000000.0,AU
78.0,163860000.0,JP
68.0,84800000.0,JP
59.0,12000000.0,CA
71.0,31000000.0,AU
75.0,33000000.0,AU
61.0,1250000.0,US
70.0,26000000.0,AU
71.0,111000000.0,AU
76.0,4500000.0,AU
74.0,5000000.0,MX
70.0,146500000.0,JP
75.0,4000000.0,ES
57.0,156600000.0,PH
63.0,113600000.0,US
62.0,45000000.0,AU
59.0,90000000.0,AU
61.0,110000000.0,AU
42.0,123300000.0,KR
51.0,25000000.0,US
81.0,111600000.0,JP
64.0,91940000.0,AU
69.0,156000000.0,AU
79.0,90860000.0,JP
77.0,80000000.0,KR
51.0,92800000.0,US
58.0,61498000.0,PH
60.0,205000000.0,AU
61.0,4500000.0,US
63.0,83400000.0,AU
59.0,10000000.0,US
73.0,53600000.0,US
65.0,93180000.0,AU
68.0,5000000.0,AU
56.0,80000000.0,AU
56.0,1200000.0,AU
78.0,40000000.0,AU
59.0,15000000.0,US
45.0,38000000.0,US
65.0,35000000.0,AU
86.0,13200000.0,AU
79.0,14400000.0,AU
37.0,1470000.0,AU
60.0,134200000.0,PH
65.0,37000000.0,AU
61.0,16400000.0,US
74.0,143200000.0,AU
70.0,100140523.8,GB
58.0,55000000.0,AU
58.0,20000000.0,AU
45.0,5000000.0,AU
68.0,45000000.0,AU
77.0,10540.0,JP
48.0,14000000.0,US
58.0,15000000.0,US
64.0,95000000.0,AU
64.0,2900000.0,AU
72.0,141860000.0,AU
75.0,99600000.0,JP
47.0,135200000.0,KR
64.0,133000000.0,HK
52.0,60000000.0,US
75.0,2582313.8,AU
57.0,65000000.0,AU
63.0,11000000.0,US
62.0,100000000.0,AU
57.0,17848009.2,HK
45.0,120000.0,AU
57.0,60000000.0,AU
70.0,42608000.0,AU
65.0,2000000.0,AU
74.0,6000000.0,AU
55.0,127800000.0,TH
73.0,3500000.0,AU
62.0,38000000.0,US
0.0,141600000.0,US
60.0,154400000.0,GB
67.0,107000000.0,CN
50.0,163600000.0,US
45.0,14000000.0,US
55.0,114000000.0,AU
63.0,25000000.0,AU
76.0,30000000.0,AU
75.0,23000000.0,AU
74.0,2000000.0,AU
68.0,4200000.0,US
68.0,114000.0,US
64.0,176800000.0,US
79.0,10000000.0,AU
68.0,80000000.0,AU
66.0,75100000.0,IT
63.0,230000000.0,AU
73.0,30000000.0,US
73.0,1800000.0,US
60.0,169900000.0,US
66.0,99000000.0,GB
72.0,90000000.0,AU
76.0,2000000.0,MX
60.0,1350000.0,JP
58.0,36000000.0,AU
63.0,60000000.0,AU
72.0,4500000.0,AU
73.0,26800000.0,AU
66.0,110000000.0,AU
76.0,30000000.0,AU
69.0,35000000.0,AU
54.0,2800000.0,US
62.0,165000000.0,AU
62.0,45000000.0,AU
67.0,30000000.0,AU
46.0,125900000.0,ES
60.0,106000000.0,ES
70.0,20000000.0,US
58.0,90000000.0,AU
0.0,223940000.0,ES
82.0,5000000.0,AU
44.0,98300000.0,US
63.0,13000000.0,AU
73.0,42000000.0,AU
66.0,105200000.0,IT
59.0,7000000.0,US
54.0,132600000.0,JP
65.0,39780000.0,AU
44.0,5000000.0,US
75.0,11091460.0,AU
74.0,38000000.0,AU
52.0,87400000.0,IT
56.0,141600000.0,TR
59.0,210000000.0,AU
59.0,99000000.0,AU
58.0,35000000.0,AU
63.0,60000000.0,AU
75.0,28000000.0,AU
75.0,1500000.0,AU
76.0,61800000.0,HK
69.0,18000000.0,AU
59.0,123000000.0,US
69.0,58000000.0,AU
58.0,125700000.0,FR
85.0,5000000.0,AU
84.0,10000000.0,AU
46.0,144500000.0,CA
62.0,8325137.4,AU
62.0,19000000.0,AU
75.0,70000000.0,AU
74.0,159200000.0,MX
59.0,5838800.0,US
65.0,60000000.0,AU
66.0,45000000.0,AU
78.0,15000000.0,AU
62.0,90000000.0,US
67.0,108200000.0,AU
64.0,115500000.0,PL
75.0,90200000.0,MX
66.0,30000000.0,AU
62.0,80200000.0,ES
58.0,7500000.0,US
63.0,21000000.0,AU
72.0,27000000.0,AU
60.0,1005000.0,US
65.0,73500000.0,TW
50.0,5000000.0,US
60.0,150000000.0,AU
75.0,101600000.0,US
66.0,99400000.0,US
0.0,181600000.0,KR
68.0,33000000.0,AU
66.0,149600000.0,US
42.0,132500000.0,HK
71.0,100000000.0,MX
69.0,46670000.0,AU
48.0,148800000.0,PH
68.0,20000000.0,US
73.0,60000000.0,US
72.0,82400000.0,FR
62.0,30000000.0,AU
64.0,80760000.0,US
61.0,70000000.0,AU
20.0,12001040.0,HK
67.0,33000000.0,US
75.0,10586861.8,AU
72.0,1500000.0,AU
66.0,105200000.0,JP
67.0,41500000.0,US
61.0,56000000.0,AU
51.0,6000000.0,US
72.0,91000000.0,AU
0.0,264940000.0,ES
67.0,120180000.0,US
63.0,60000000.0,AU
62.0,99800000.0,US
60.0,35000000.0,AU
74.0,3000000.0,AU
58.0,150000000.0,AU
66.0,35000000.0,AU
76.0,15000000.0,US
61.0,7600000.0,AU
69.0,103740000.0,US
0.0,199600000.0,HK
60.0,100000000.0,AU
64.0,36345000.0,ES
60.0,207600000.0,US
57.0,110400000.0,AU
64.0,70000000.0,AU
55.0,141000000.0,US
59.0,155000000.0,AU
82.0,1039000.0,AU
67.0,110000000.0,AU
0.0,185534545.8,KR
70.0,55000000.0,AU
55.0,50000000.0,AU
63.0,157600000.0,US
65.0,45060000.0,GB
79.0,7000000.0,AU
54.0,105000000.0,AU
82.0,5740000.0,AU
75.0,127200000.0,JP
74.0,11000000.0,AU
70.0,71200000.0,AU
67.0,70000000.0,AU
87.0,97072600.0,RU
64.0,127400000.0,US
76.0,45000000.0,AU
68.0,56745539.8,JP
69.0,82500000.0,US
60.0,10000000.0,AU
43.0,4503757.2,US
72.0,76120000.0,AU
30.0,15541000.0,JP
57.0,28000000.0,AU
69.0,19000000.0,DK
63.0,119800000.0,US
74.0,117000000.0,AU
65.0,70000000.0,AU
66.0,60000000.0,AU
76.0,6000000.0,AU
61.0,49000000.0,AU
66.0,72000000.0,AU
63.0,120000000.0,AU
66.0,10000000.0,AU
70.0,20000000.0,AU
69.0,96400000.0,AU
67.0,170000000.0,AU
54.0,116200000.0,GR
81.0,12000000.0,AU
65.0,77400000.0,US
78.0,3000000.0,MX
64.0,90400000.0,JP
72.0,60000000.0,AU
68.0,50000000.0,AU
64.0,15000000.0,US
64.0,87000.0,US
70.0,6000000.0,AU
63.0,38000000.0,US
64.0,71682975.0,AU
78.0,25000000.0,AU
71.0,100000000.0,BR
66.0,16061120.0,ES
63.0,18000000.0,US
74.0,114600000.0,US
67.0,24000000.0,AU
69.0,30000000.0,AU
75.0,44000000.0,AU
76.0,37504333.2,AU
83.0,5000000.0,AU
53.0,32000000.0,AU
43.0,79000000.0,US
81.0,10000000.0,AU
71.0,18000000.0,AU
54.0,161400000.0,US
68.0,52620000.0,AU
68.0,2000000.0,AU
70.0,36000000.0,AU
44.0,73300000.0,US
71.0,73243106.0,AU
70.0,20000000.0,AU
71.0,30000000.0,AU
62.0,5000000.0,AU
15.0,81000040.0,JP
69.0,103740000.0,MX
76.0,26650365.4,JP
77.0,38000000.0,AU
61.0,98400000.0,PH
74.0,32500000.0,AU
64.0,110200000.0,AU
78.0,1000000.0,US
61.0,8500000.0,AU
61.0,109000000.0,US
71.0,40392400.0,US
58.0,60000000.0,AU
70.0,37167905.0,JP
65.0,16000000.0,AU
72.0,86600000.0,TH
61.0,9000000.0,US
75.0,118800000.0,DK
74.0,16500000.0,US
51.0,161000000.0,US
83.0,107600000.0,MX
68.0,51340950.0,AU
63.0,104800000.0,AU
72.0,8000000.0,KR
64.0,20000000.0,AU
73.0,46000000.0,AU
59.0,94000000.0,AU
61.0,87400000.0,AU
73.0,102000000.0,AU
59.0,3000000.0,US
69.0,156000000.0,KR
71.0,50000000.0,AU
74.0,10000000.0,US
73.0,120000000.0,AU
73.0,13000000.0,AU
62.0,17700000.0,AU
53.0,90000000.0,AU
38.0,60500000.0,CN
0.0,167540000.0,JP
65.0,54000000.0,AU
62.0,30000000.0,AU
54.0,60000000.0,AU
56.0,55000000.0,AU
67.0,132000000.0,AU
73.0,49171600.0,AU
64.0,30000000.0,AU
55.0,127800000.0,TH
57.0,5308245.0,AU
70.0,10000000.0,AU
43.0,149000000.0,PH
57.0,15000.0,AU
43.0,107300000.0,MX
62.0,30000000.0,AU
65.0,54060000.0,US
65.0,65000000.0,AU
83.0,40000000.0,AU
75.0,12500000.0,AU
81.0,12000000.0,IN
72.0,12000000.0,AU
68.0,40000000.0,AU
66.0,47220616.4,AU
57.0,116600000.0,AU
65.0,6000000.0,AU
63.0,121500000.0,US
69.0,14000000.0,US
41.0,98800000.0,US
50.0,151600000.0,JP
61.0,5000000.0,AU
65.0,141280000.0,JP
72.0,18000000.0,RU
53.0,68000000.0,AU
79.0,132000000.0,US
76.0,69800000.0,AU
71.0,46500000.0,AU
47.0,118800000.0,US
60.0,109600000.0,KR
67.0,89000000.0,JP
44.0,127300000.0,KR
61.0,103400000.0,FR
76.0,5000000.0,AU
67.0,153000000.0,US
76.0,10000000.0,US
63.0,127200000.0,AU
62.0,38000000.0,AU
76.0,48000000.0,AU
68.0,50000000.0,AU
0.0,213000000.0,US
69.0,30000000.0,AU
72.0,110000000.0,AU
58.0,51000000.0,AU
64.0,92600000.0,ES
30.0,15541000.0,KR
70.0,25000000.0,FR
69.0,50000000.0,AU
62.0,100400000.0,AU
74.0,90000000.0,AU
63.0,6446757.2,AU
69.0,38000000.0,AU
55.0,167000000.0,CL
68.0,80000000.0,AU
64.0,5000000.0,AU
55.0,60600000.0,IT
70.0,4500000.0,AU
60.0,20000000.0,AU
65.0,131500000.0,BR
76.0,13453000.0,JP
74.0,3700000.0,US
67.0,35000000.0,AU
71.0,38105400.0,AU
81.0,174400000.0,RU
67.0,50000000.0,AU
72.0,84200000.0,AU
78.0,6431937.4,AU
64.0,121000000.0,US
63.0,27500000.0,AU
75.0,10892000.0,AU
63.0,792225.8,AU
61.0,43800000.0,ES
70.0,34000000.0,AU
53.0,119600000.0,PH
49.0,60000000.0,AU
62.0,150000000.0,AU
68.0,150000.0,DK
65.0,124400000.0,US
56.0,52600000.0,AR
58.0,93000000.0,US
76.0,880000.0,AU
67.0,99000000.0,AU
63.0,35000000.0,AU
70.0,60000000.0,AU
61.0,103400000.0,US
63.0,88940523.8,PL
58.0,2800000.0,US
68.0,83780000.0,US
76.0,50000000.0,AU
0.0,244940000.0,AU
68.0,172800000.0,US
54.0,132600000.0,ES
45.0,116500000.0,JP
67.0,93000000.0,JP
65.0,26000000.0,AU
63.0,95800000.0,AU
61.0,85000000.0,AU
44.0,225000000.0,AU
44.0,60000000.0,AU
76.0,44000000.0,AU
75.0,18000000.0,AU
40.0,4500000.0,AU
66.0,148000000.0,US
64.0,118800000.0,GB
59.0,4000000.0,US
62.0,175000000.0,AU
61.0,35000000.0,AU
53.0,121400000.0,KR
69.0,16000000.0,KR
76.0,95000000.0,CN
53.0,122800000.0,US
54.0,130800000.0,GB
66.0,22000000.0,AU
56.0,10000000.0,AU
61.0,80000000.0,AU
70.0,71200000.0,US
52.0,38000000.0,AU
70.0,50000000.0,AU
46.0,55000000.0,IT
79.0,200000.0,AU
74.0,55000000.0,GB
74.0,2000000.0,GB
71.0,11000000.0,AU
63.0,130000000.0,AU
61.0,159000000.0,PL
64.0,7000000.0,AU
60.0,225000.0,US
75.0,9037504.6,CN
67.0,3500000.0,US
74.0,31000000.0,IN
62.0,3500000.0,AU
68.0,51220904.0,US
44.0,129300000.0,JP
61.0,100400000.0,AU
63.0,32000000.0,AU
66.0,51117129.0,JP
76.0,5389600.0,US
61.0,125000000.0,AU
69.0,103740000.0,CO
70.0,5300000.0,MX
71.0,30672739.2,AU
70.0,52500000.0,AU
60.0,8501932.4,TH
58.0,85000000.0,AU
65.0,36000000.0,AU
66.0,54000000.0,PE
51.0,30000000.0,AU
71.0,15000000.0,AU
71.0,35000000.0,AU
71.0,10700000.0,AU
67.0,25000000.0,HK
83.0,161000000.0,JP
72.0,40000000.0,AU
62.0,5000000.0,AU
70.0,64800000.0,CN
64.0,70000000.0,AU
70.0,35000000.0,AU
70.0,82095400.0,JP
53.0,97250080.0,AU
62.0,178400000.0,JP
68.0,70000000.0,AU
71.0,10000000.0,AU
74.0,79500000.0,US
79.0,29202530.2,AU
62.0,88600000.0,JP
65.0,25000000.0,AU
76.0,100000000.0,AU
62.0,35000000.0,AU
66.0,9500000.0,AU
57.0,10000000.0,GB
78.0,15000000.0,AU
60.0,48000000.0,AU
63.0,130900000.0,JP
74.0,79500000.0,IT
61.0,160000000.0,FR
61.0,20000000.0,FR
74.0,112000000.0,HK
61.0,18000000.0,AU
76.0,9652108.0,AU
55.0,60000000.0,AU
75.0,13000000.0,AU
57.0,77500000.0,US
62.0,178400000.0,AU
74.0,58500000.0,AU
0.0,213940000.0,US
15.0,124940040.0,US
64.0,45000000.0,US
76.0,25000000.0,AU
47.0,2000000.0,US
